ship_type,ship_name,lon,lat,p_lon,p_lat,datetime,distance
Fishing,WLA-209 BLANKA,18.42918,54.79605,18.43543,54.79887,2016-12-16T16:05:07Z,509.32156002413984
Cargo,BIRTHE BRES,11.81503,57.67889,11.77958,57.66332,2016-12-14T19:57:05Z,2730.907483205235
Cargo,MELUSINE,11.83933,57.68228,11.7854,57.67873,2016-12-14T19:57:05Z,3233.9258409632453
Cargo,GREEN ATLANTIC,20.93926,55.72839,20.89913,55.72941,2016-12-14T19:57:06Z,2518.1119003547433
Fishing,WLA-311,18.41907,54.79646,18.43504,54.79657,2016-12-18T03:23:07Z,1024.9268928866056
Cargo,NAVEN,11.68787,57.93928,11.71741,57.95989,2016-12-14T19:57:05Z,2882.518005584116
Fishing,GG32 TRISTAN,11.60948,57.748,11.60609,57.7686,2016-12-19T18:05:05Z,2302.0020413559514
Tug,NEFTEGAZ-31,19.82133,55.17938,19.82082,54.66799,2016-12-15T01:37:03Z,56927.6837452597
Fishing,ROSSO,11.60605,57.74811,11.60878,57.76882,2016-12-19T18:17:13Z,2311.120454942568
Fishing,LBB 1066,20.80702,55.71296,20.80852,55.77367,2016-12-17T00:09:06Z,6758.859878173404
Cargo,FRIGGA,21.09032,55.72581,21.10993,55.7151,2016-12-18T21:53:06Z,1712.639693228897
Fishing,WLA-39,18.44707,54.79983,18.49945,54.79922,2016-12-18T18:29:07Z,3361.853083154789
Fishing,SANDEFJORD,11.78665,57.67932,11.76922,57.67745,2016-12-14T20:55:05Z,1058.1009990344062
Cargo,MITO STRAIT,11.71817,57.67783,11.75267,57.67717,2016-12-15T20:21:05Z,2054.7807367487335
Cargo,SLINGEBORG,11.6575,57.61417,11.67933,57.62883,2016-12-18T22:35:05Z,2087.2803510367
Fishing,694,20.80184,55.7479,20.80183,55.77372,2016-12-17T23:35:06Z,2874.269320525232
Cargo,BF VICTORIA,20.8115,55.731,20.83533,55.73117,2016-12-16T20:51:06Z,1493.8207647946015
Tanker,KATELINA,11.67482,57.62231,11.68755,57.63342,2016-12-16T06:05:05Z,1450.9498288848731
Cargo,FAUST,11.76567,57.65933,11.78699,57.66729,2016-12-15T21:13:05Z,1548.1464155193396
Cargo,WES JANINE,18.98727,54.77571,18.99905,54.45587,2016-12-15T16:53:02Z,35612.52218154396
Fishing,169,21.11483,55.70719,21.10062,55.72095,2016-12-17T18:15:07Z,1772.0957270334602
Fishing,LBB 1094,20.80318,55.71531,20.80727,55.76964,2016-12-17T07:53:06Z,6053.415891127623
Fishing,HEL-102,18.70248,54.79534,18.76717,54.79677,2016-12-16T20:23:02Z,4154.493639727265
Fishing,HEL 112,18.65145,54.79933,18.80079,54.79729,2016-12-16T12:09:02Z,9585.960963002177
Fishing,LBB 1044,21.08895,55.72517,21.11383,55.7087,2016-12-14T22:57:06Z,2407.3486992997377
Cargo,JADE,20.88115,55.69443,20.84196,55.68204,2016-12-14T22:57:06Z,2819.559553812294
Cargo,ANDALUCIA STAR,11.68675,57.93881,11.63816,57.9162,2016-12-14T22:57:05Z,3818.9207792620323
Fishing,ATLANTIDA,19.96907,54.63615,19.8941,54.63342,2016-12-14T23:33:03Z,4839.881291073046
Fishing,JAS 77,18.81434,54.58949,18.67434,54.69597,2016-12-20T04:05:02Z,14894.065862075482
Cargo,OMSKIY-141,19.91191,54.63283,19.84741,54.65581,2016-12-14T23:33:03Z,4879.151417898432
Tanker,ACQUAMARINA,19.80109,54.66344,20.80467,55.73,2016-12-17T11:37:03Z,134764.67302541062
Fishing,LBB 1113,21.09095,55.72502,21.10774,55.71549,2016-12-14T23:59:06Z,1494.5446692544763
Tug,[SAT-AIS],19.875,54.645,19.925,54.635,2016-12-15T19:07:03Z,3408.02906632823
Tug,[SAT-AIS],20.33667,54.97,20.33667,54.97,2016-12-15T16:39:03Z,0
Tug,[SAT-AIS],19.91167,54.64667,19.91167,54.64667,2016-12-15T10:09:02Z,0
Cargo,SVISLOCH,30.25643,59.94119,30.25643,59.94119,2016-12-15T01:57:04Z,0
Fishing,INGUN,11.89695,57.69016,11.915,57.69784,2016-12-15T06:17:06Z,1372.6212350751632
Tanker,MARINUS,11.61143,57.60408,18.92765,54.79558,2016-12-18T21:11:05Z,550007.4164940158
Cargo,CONMAR AVENUE,30.05126,59.91145,30.03259,59.9152,2016-12-15T01:15:04Z,1122.406220839217
Fishing,VINGAFJORD GG-173,11.76118,57.67751,11.77928,57.67876,2016-12-15T04:29:06Z,1086.2565750360527
Cargo,BOTNIA SEAWAYS,20.88806,55.73097,20.92661,55.73257,2016-12-15T10:23:07Z,2422.8861331034095
Fishing,VASTERLAND,11.76015,57.67628,11.74027,57.67639,2016-12-20T03:05:05Z,1183.3744340612498
Cargo,DANUBE HIGHWAY,30.00262,59.92139,30.01961,59.91788,2016-12-15T17:29:03Z,1025.3247146669878
Tanker,SAMRAA ALKHALEEJ,20.80276,55.97897,20.80003,55.96786,2016-12-18T09:35:06Z,1248.3963695880052
Cargo,SILVER FJORD,20.15566,55.15951,20.80205,55.72566,2016-12-15T21:25:02Z,75085.07795406246
Fishing,KOL-148,18.42032,54.79731,18.44166,54.79916,2016-12-18T00:27:07Z,1384.8069938375672
Tug,PILOT-3,18.54962,54.52378,18.54965,54.52387,2016-12-17T15:19:07Z,10.204506914669247
Cargo,MSC SABRINA,30.1267,59.89602,30.15704,59.88975,2016-12-16T23:01:03Z,1832.326098290808
Cargo,MIKHAIL LOMONOSOV,30.09733,59.90219,30.11797,59.89796,2016-12-18T21:43:03Z,1244.7857534629688
Cargo,FINNWAVE,30.03777,59.91424,30.06001,59.90972,2016-12-15T17:29:03Z,1339.2777147609634
Fishing,STRANNEFJORD,11.60024,57.74959,11.61438,57.74808,2016-12-18T20:43:05Z,856.621101022258
Pleasure,LILIAN101,20.8662,55.65516,20.87367,55.60352,2016-12-15T16:41:07Z,5767.6753303504565
Fishing,WLA-305,18.71746,54.79984,18.44281,54.79918,2016-12-19T07:33:02Z,17624.138456777702
Fishing,WLA-58,18.51362,54.79985,18.43235,54.7969,2016-12-18T18:19:06Z,5225.484101389615
Tug,PETER THE GREAT,20.22197,54.96758,20.2185,54.96026,2016-12-17T12:55:02Z,844.4950835962879
Cargo,ADASTRA,30.04498,59.91283,30.08003,59.90572,2016-12-20T10:25:03Z,2110.272010852689
Cargo,TIDAN,20.80508,55.71618,11.65599,57.60259,2016-12-17T04:33:06Z,597284.1356661558
Fishing,DZI-92 ATILIUS,18.44069,54.79985,18.42568,54.79614,2016-12-20T04:11:13Z,1048.0181179616566
Fishing,JAS 78,18.99991,54.56546,18.99326,54.4543,2016-12-19T13:29:01Z,12381.735684738249
Cargo,MIKHAIL DUDIN,30.06624,59.90845,30.04623,59.91255,2016-12-15T04:01:03Z,1206.4289013438968
Fishing,JAS-64,18.9963,54.64897,18.99464,54.51767,2016-12-17T15:37:02Z,14616.641442731447
Cargo,FREYA,11.77167,57.66083,11.798,57.67333,2016-12-15T16:05:06Z,2096.1216755496152
Fishing,JAS 102,18.99541,54.58678,18.99999,54.56517,2016-12-17T15:45:01Z,2423.6975588902505
Fishing,WLA-6,18.41978,54.79701,18.43411,54.79902,2016-12-20T04:19:07Z,946.4051998634956
Fishing,WLA-254,18.44629,54.79999,18.42639,54.79649,2016-12-17T16:09:07Z,1335.1164774316217
Tug,MERITUS,20.21149,54.95604,20.21144,54.95612,2016-12-17T13:59:02Z,9.461682695687337
Cargo,ADELE,21.10772,55.7167,21.08768,55.72617,2016-12-15T05:25:07Z,1640.119143325262
Fishing,WLA-22,18.44796,54.79729,18.43716,54.79597,2016-12-18T04:15:07Z,708.479494331334
Fishing,WLA 11,18.44126,54.79979,18.42881,54.79811,2016-12-16T17:09:07Z,820.5115673971454
Passenger,STENA SPIRIT,18.69187,54.79433,18.90587,54.79627,2016-12-17T04:37:02Z,13735.273834837055
Cargo,CITY OF ROME,11.68129,57.62616,11.66392,57.61467,2016-12-15T04:29:06Z,1645.6804507862041
Fishing,R 355 TRINE LOUISE,18.41795,54.79491,18.41784,54.79691,2016-12-16T10:47:07Z,222.75086662242393
Fishing,HEL-30,18.42929,54.79663,18.80706,54.79971,2016-12-16T16:39:07Z,24244.295472668877
Fishing,HEL 95,18.9911,54.59192,18.99859,54.63875,2016-12-15T15:43:02Z,5235.401971826531
Cargo,THURKUS,18.859,54.56498,18.82845,54.54402,2016-12-16T12:57:02Z,3055.12061257243
Fishing,LEB-7,18.63059,54.75195,18.659300000000002,54.74087,2016-12-19T12:59:02Z,2219.0713881252113
Tanker,OLJAREN,11.61014,57.60519,11.82034,57.60109,2016-12-19T19:21:05Z,12545.219773173687
Tanker,HANNE THERESA,11.65048,57.60037,11.64016,57.60177,2016-12-15T05:03:05Z,634.9715090711132
Cargo,LURO,12.0275,57.87833,12.03617,57.8895,2016-12-15T05:57:05Z,1345.144992229175
Fishing,JAS 61,18.74677,54.61336,18.76464,54.60688,2016-12-15T15:31:01Z,1359.2650362836766
Cargo,ADELINA D,11.75017,57.6565,11.77983,57.6635,2016-12-15T16:05:06Z,1930.4940685801826
Cargo,LECKO,11.72317,57.65167,11.67417,57.61483,2016-12-20T10:27:05Z,5034.394809926635
Fishing,JAS-79,18.86956,54.62317,18.67381,54.69469,2016-12-16T05:23:02Z,14908.56434310461
Cargo,NAVI BALTIC,21.05503,55.72868,21.0307,55.72889,2016-12-15T06:23:06Z,1525.3106527989448
Pleasure,LT-12465,20.80253,55.64753,20.812,55.70416,2016-12-17T13:51:06Z,6331.986598669428
Cargo,FICARIA SEAWAYS,11.72356,57.65243,11.75459,57.65739,2016-12-15T17:05:05Z,1928.7988647889254
Cargo,EKEN,12.12594,57.98357,12.12761,57.99507,2016-12-15T05:57:05Z,1283.96129716638
Tanker,RAMONA,18.99142,54.77287,18.99847,54.4653,2016-12-17T02:15:02Z,34241.55101486128
Cargo,PINTA,12.02258,57.87129,12.02976,57.8814,2016-12-17T02:51:05Z,1203.0174421764066
Fishing,WLA-85,18.41553,54.79725,18.42815,54.7987,2016-12-16T05:29:07Z,825.7719754366892
Fishing,GG 391 ELISABETH,11.61814,57.66545,11.62779,57.67155,2016-12-15T06:31:05Z,889.4821150470696
Cargo,ANNAMARIE,11.69167,57.63334,11.6745,57.61783,2016-12-15T06:41:05Z,2007.0990388212265
Fishing,DARIUS,20.80899,55.87436,20.80016,55.62143,2016-12-16T06:25:08Z,28161.473533501907
Tug,VODOLAZ GRITSAY,20.23837,54.68547,20.14089,54.66993,2016-12-15T15:09:03Z,6508.14464106209
Cargo,TASMAN,11.71894,57.96387,11.74611,57.98169,2016-12-16T15:51:05Z,2551.0565256926707
Tug,RB-395,19.89149,54.63713,19.85177,54.65401,2016-12-16T09:33:03Z,3174.3938703088365
Fishing,JAS-80,18.99526,54.64479,18.99941,54.69943,2016-12-15T15:21:02Z,6088.360460982556
Tug,GKSS-ONLINE,11.84953,57.66776,11.8303,57.63538,2016-12-17T12:53:05Z,3782.1355436361087
Tanker,BONITO,19.81384,54.66795,19.92887,54.63328,2016-12-16T13:55:03Z,8353.52950394486
Tug,VAKARIS,20.936,55.99551,20.83437,55.9188,2016-12-15T10:23:07Z,10631.635092607046
Cargo,FRI STREAM,20.8565,55.73383,20.90433,55.73333,2016-12-16T22:59:06Z,2998.3826423316655
Cargo,ZAMOSKVORECHYE,20.22603,54.68573,20.17347,54.68554,2016-12-15T15:03:03Z,3382.280639442716
Tug,GLADIUS,20.23661,54.96709,20.36459,54.96205,2016-12-20T10:25:02Z,8197.988068178145
Tug,NZ55,20.80734,55.62598,20.80053,55.70774,2016-12-17T12:55:05Z,9111.5189067985375
Pleasure,FURUNO SVERIGE AB,11.94331,57.66349,11.94319,57.66339,2016-12-16T10:01:05Z,13.227814507477706
Cargo,FITTER,30.27033,59.90627,30.26538,59.9109,2016-12-15T22:15:03Z,584.786747457552
Pleasure,FITTER WORKSHOP,30.26317,59.90985,30.26281,59.90968,2016-12-16T02:57:04Z,27.601155827005012
Cargo,AMBAL,19.80217,54.6685,19.87267,55.176,2016-12-20T08:55:03Z,56674.37814409125
Tanker,FOX SUNRISE,11.88654,57.68825,11.91591,57.69793,2016-12-16T12:57:05Z,2052.9190370100728
Tug,RESCUE LARS LINDFELT,11.79943,57.67309,11.73641,57.67569,2016-12-15T09:11:05Z,3762.4698933804543
Cargo,SORMOVSKIY-3056,30.07863,59.90585,30.0646,59.9086,2016-12-15T08:33:04Z,840.8049719251424
Pleasure,JOKER,20.24599,54.69189,20.24598,54.69193,2016-12-15T10:35:03Z,4.499022718933842
Cargo,AKACIA,19.80998,54.66873,18.9992,54.46332,2016-12-16T11:41:02Z,57104.50078660354
Cargo,ANGORA,20.81501,55.70835,20.80155,55.70655,2016-12-15T08:33:07Z,867.6582206898111
Fishing,LBB 1107,20.85447,55.75541,20.87562,55.75286,2016-12-19T21:49:14Z,1354.999162300889
Tug,KBV 494,11.95755,57.71406,11.95784,57.71445,2016-12-15T09:01:05Z,46.713666655760406
Tanker,PORONIEC,18.99408,54.73298,18.62115,54.79846,2016-12-20T08:55:02Z,25035.137322736864
Passenger,DROTT AF DYRON,11.66121,57.7439,11.65924,57.75201,2016-12-16T09:07:05Z,910.35450022869
Cargo,AMATHUS,21.1208,55.70917,21.12082,55.7091,2016-12-15T09:39:07Z,7.892673790226998
Tug,SSMB 2222 RAKETEN,11.66623,57.71448,11.66465,57.73458,2016-12-15T10:55:06Z,2239.4920771647144
Tug,SPK-49150,19.91117,54.64697,20.12033,54.6577,2016-12-17T01:47:02Z,13523.249950368618
Fishing,SUJINYU00618,30.25643,59.94119,30.25645,59.9412,2016-12-15T13:05:03Z,1.5756948350625286
Tanker,HAFNIA SOYA,18.9962,54.51863,18.99738,54.71785,2016-12-15T12:17:02Z,22177.199379854817
Fishing,HEL 23,18.95095,54.79923,18.87031,54.79855,2016-12-17T04:31:02Z,5175.215229695292
Tug,KBV 475,11.67327,57.70366,11.70144,57.69167,2016-12-15T11:15:06Z,2142.3529343380733
Fishing,KUZ-42,18.99275,54.63484,18.80058,54.60289,2016-12-18T13:07:02Z,12886.911061622784
Passenger,HAVSORNEN,11.68206,57.67397,11.68945,57.65982,2016-12-15T11:27:06Z,1635.4668355207716
Cargo,JOMI,11.67727,57.93277,11.655,57.92633,2016-12-15T11:27:06Z,1498.8612571965657
Cargo,SORMOVSKIY-3058,19.90259,54.6326,20.13557,54.6664,2016-12-15T12:33:03Z,15470.044897495896
Cargo,SAT AIS,30.25605,59.94093,30.25615,59.94102,2016-12-15T15:03:04Z,11.465868063291902
Cargo,PACIFIC CALM,21.05701,55.72864,21.04194,55.72888,2016-12-15T12:59:07Z,945.0446544649262
Tanker,NORDEN,11.65823,57.60181,11.60686,57.60086,2016-12-16T15:51:05Z,3065.827926516073
Cargo,LISA,18.81022,54.54704,18.82552,54.55636,2016-12-15T13:11:02Z,1432.5292447974962
Tug,ORION,30.22738,59.91061,30.22738,59.91061,2016-12-16T10:13:04Z,0
Pleasure,MARISSA,11.66487,57.69543,11.66495,57.69537,2016-12-15T15:25:05Z,8.201362342546265
Tanker,PROSPERO,11.61802,57.60313,11.64158,57.6049,2016-12-17T13:29:05Z,1418.8981707740613
Pleasure,CHA-10,18.59412,54.78913,18.42195,54.79719,2016-12-17T04:29:08Z,11086.065332965263
Tug,FATBOY,11.75736,57.67856,11.80393,57.68089,2016-12-19T14:11:05Z,2783.8219876946573
Tug,SM PRC 105,18.66387,54.3717,18.66007,54.38186,2016-12-15T16:17:02Z,1157.5320655824273
Tug,RESCUE LIVBOJEN,11.80276,57.61055,11.85215,57.61107,2016-12-15T12:33:06Z,2945.705898212915
Tug,RB-394,19.90765,54.64704,19.92976,54.63343,2016-12-15T13:37:03Z,2079.4720858945757
Cargo,LINDA,20.86139,55.83518,20.839,55.8541,2016-12-15T12:59:07Z,2528.660279287602
Tug,DIRTY,11.86126,57.6799,11.66452,57.70601,2016-12-15T13:41:06Z,12060.592101372173
Unspecified,RB-27,30.15819,59.88963,30.17656,59.88595,2016-12-15T16:19:04Z,1104.7000705459213
Tug,MB-96,30.15206,59.89084,30.1716,59.88697,2016-12-15T16:19:04Z,1173.2020931307252
Cargo,FALKBRIS,19.89368,54.63331,19.82589,54.6695,2016-12-18T13:03:02Z,5940.659825713138
Cargo,BEATA,19.81967,55.13744,19.80137,54.6795,2016-12-16T18:03:03Z,50991.09760681889
Pleasure,TRIPLE ESS,11.85231,57.6595,11.85235,57.65945,2016-12-15T14:05:06Z,6.054260223316336
Fishing,ORKA WLA-139,18.84261,54.623,18.83714,54.63648,2016-12-15T15:21:02Z,1541.4280594745856
Cargo,SEASTAR ENDURANCE,18.88429,54.59955,18.89918,54.61761,2016-12-15T15:31:01Z,2227.868302348246
Tug,SEA GOLF,20.3772,54.9776,20.27675,54.97065,2016-12-15T15:13:03Z,6464.356060137377
Cargo,SORMOVSKIY 3064,20.2302,54.6857,20.32903,54.68362,2016-12-16T21:51:03Z,6364.0360434043105
Cargo,OOCL RAUMA,30.05536,59.91059,30.03031,59.91561,2016-12-15T14:53:04Z,1505.494616457311
Cargo,HOOGE,30.04817,59.91205,30.02119,59.9176,2016-12-15T15:07:04Z,1627.4001080787775
Tanker,EKEN,30.06415,59.90863,30.04425,59.91273,2016-12-15T15:19:03Z,1200.7427267993055
Pleasure,GREAT ESCAPE,11.95077,57.71063,11.95075,57.71067,2016-12-15T21:05:06Z,4.608876728574029
Cargo,SILVER PEARL,30.07326,59.90694,30.04178,59.91338,2016-12-15T15:31:04Z,1897.5585361262408
Tug,RB-20,30.06159,59.90933,30.08045,59.90551,2016-12-15T16:41:04Z,1135.3251571772919
Tanker,BALTIC SEAGULL,30.02327,59.91705,30.00665,59.92037,2016-12-15T15:31:04Z,998.2706740372577
Unspecified,KAPITAN BELYAEV,20.23569,54.96532,20.34083,54.97714,2016-12-17T07:55:02Z,6845.670178120661
Tug,SERWAL,18.74372,54.73917,18.72311,54.74669,2016-12-15T17:05:02Z,1566.75979590394
Cargo,LIV KRISTIN,18.92755,54.71239,18.96096,54.6979,2016-12-16T18:09:02Z,2686.920913827498
Tug,VEJUNAS,21.15283,55.66245,21.15282,55.66246,2016-12-19T18:01:17Z,1.2780776230457416
Tanker,THUN GLORY,11.70208,57.64325,11.69187,57.63115,2016-12-15T17:53:06Z,1477.9872396890494
Cargo,KERLI,18.98187,54.76132,18.97902,54.73725,2016-12-17T08:01:02Z,2685.709483174236
Cargo,FOREST,19.86498,54.64883,19.90475,54.6327,2016-12-15T19:07:03Z,3128.581573241272
Unspecified,VEGA,19.89179,54.63789,20.09799,54.65171,2016-12-20T07:09:03Z,13371.025896460753
Cargo,PRIMULA SEAWAYS,11.71538,57.65028,11.69205,57.63254,2016-12-15T18:17:05Z,2414.9473589429326
Cargo,WILSON VOLOS,18.92982,54.63191,18.91041,54.6076,2016-12-16T22:59:02Z,2981.3627821245846
Cargo,WIEBKE D,18.87828,54.69349,18.86269,54.69908,2016-12-15T20:01:01Z,1180.3092157233868
Passenger,VIVI,11.6742,57.70139,11.69271,57.7056,2016-12-20T05:25:05Z,1196.538875512154
Tanker,COPENHAGEN,11.6538,57.92619,11.62883,57.92383,2016-12-15T19:21:05Z,1499.2697121066396
Cargo,HELT,20.22571,54.68575,20.16127,54.68167,2016-12-17T03:39:03Z,4171.682117540275
Cargo,BRIGGA,21.09603,55.72371,21.07761,55.72816,2016-12-15T22:27:07Z,1256.5157155580166
Cargo,NBP CARRIER,19.85667,54.65233,19.88478,54.63794,2016-12-15T23:43:03Z,2417.5554881984503
Tanker,MIDVOLGA-3,19.9117,54.63269,19.80475,54.6349,2016-12-19T07:55:03Z,6895.365409001952
Cargo,HEINA,18.99523,54.6917,18.9864,54.72828,2016-12-16T00:43:02Z,4111.4718830790225
Cargo,ALANA EVITA,18.98915,54.5491,19.82511,54.66463,2016-12-17T19:45:01Z,55410.78595514706
Cargo,STEENBANK,19.936,54.6338,19.90238,54.63259,2016-12-16T01:45:02Z,2170.411155649
Tug,YASNYY,19.89341,54.63329,20.10669,54.65298,2016-12-16T20:49:03Z,13912.588721133796
Cargo,EMILIA,20.23076,54.68555,20.174,54.68553,2016-12-16T03:11:03Z,3652.492002677568
Tanker,SELANDIA SWAN,19.92978,54.63334,19.90066,54.63252,2016-12-16T01:55:02Z,1878.5116609673696
Tanker,LEXUS,11.60452,57.74821,11.62933,57.7485,2016-12-17T21:49:05Z,1474.1766524845905
Cargo,BARMBEK,30.006,59.9205,30.02017,59.91767,2016-12-18T09:23:03Z,851.0802458331201
Cargo,EIRA,30.066,59.9085,30.043,59.91333,2016-12-19T14:49:03Z,1391.6799484216335
Tanker,SCF PECHORA,30.02794,59.91606,30.04787,59.91208,2016-12-19T09:31:04Z,1197.1787447537808
Cargo,LISA D,18.7587,54.73518,18.74127,54.7411,2016-12-16T03:01:01Z,1299.6380246434944
Tanker,BALTIC FROST,30.07941,59.90569,30.10108,59.90125,2016-12-19T09:59:03Z,1306.7440426312762
Cargo,MAERSKMCKINNEYMOLLER,18.98247,54.78387,18.99613,54.45481,2016-12-19T10:57:02Z,36641.37107936471
Tanker,BALTICO,18.99259,54.78958,18.99749,54.45685,2016-12-19T05:01:02Z,37040.68036808057
Cargo,CALISTO,18.98727,54.50609,30.0035,59.921,2016-12-19T02:37:02Z,894802.4447217431
Cargo,BEKAU,21.0928,55.72531,21.1116,55.71568,2016-12-16T18:27:07Z,1593.3011279128725
Unspecified,VTS GAOTEBORG,12.05863,57.69397,12.05877,57.69404,2016-12-19T12:59:05Z,11.40592363284965
Cargo,BBS SKY,11.67667,57.93184,11.69033,57.94067,2016-12-16T22:17:05Z,1271.9406376747563
Tug,ODISSEY,19.80845,54.68392,19.80945,54.83105,2016-12-16T06:47:03Z,16378.562644349047
Tanker,BALTIC EAGLE,30.01138,59.91952,30.03159,59.91547,2016-12-16T19:55:04Z,1214.4711658371623
Cargo,ASPEN,11.7413,57.655,11.71182,57.64979,2016-12-16T04:02:20Z,1849.1920482390224
Tanker,VOVAN,30.26454,59.90993,30.26224,59.90969,2016-12-19T08:29:04Z,131.1170649383927
Cargo,CEMSOL,20.86578,55.82241,20.8829,55.81088,2016-12-18T15:35:06Z,1671.5032685392666
Cargo,GRAND,21.09582,55.72425,21.1096,55.71623,2016-12-17T17:47:06Z,1242.3934396248349
Cargo,SCHIEBORG,11.66683,57.6165,11.63217,57.61017,2016-12-16T04:31:06Z,2183.4689740449294
Fishing,JAS 39,18.67388,54.69555,18.80351,54.60051,2016-12-19T04:23:02Z,13477.537354665234
Fishing,JAS 51,18.98656,54.50483,18.99862,54.42486,2016-12-19T12:47:01Z,8936.349285428381
Passenger,PRINCESS ANASTASIA,30.04772,59.91213,30.02609,59.91652,2016-12-20T04:45:04Z,1302.2130506174299
Tanker,UZAVA,20.83683,55.81517,20.82783,55.82467,2016-12-16T05:21:06Z,1197.9900062564905
Cargo,TERSCHELLING,30.07837,59.90586,30.05565,59.91047,2016-12-16T05:57:03Z,1368.0023526588654
Tug,NEPTUN W,18.42727,54.79816,18.41867,54.79548,2016-12-16T05:55:08Z,627.3647704268283
Cargo,FREDERIK,20.80083,55.7121,19.88672,55.19833,2016-12-17T05:11:06Z,81242.29066174955
Fishing,AGNESE,18.88237,54.60652,18.89098,54.61623,2016-12-16T06:59:02Z,1215.0993545494
Cargo,FINNHAWK,30.03851,59.91375,30.01286,59.91904,2016-12-16T06:31:04Z,1547.6885782950287
Cargo,ICE RUNNER,11.68386,57.63196,11.70243,57.64557,2016-12-16T23:35:04Z,1876.087148669517
Tug,PIONER,19.98837,54.63776,19.90624,54.6325,2016-12-20T09:33:02Z,5323.903619817616
Tug,FRANKLIN,11.63724,57.74839,11.61463,57.74832,2016-12-16T07:07:05Z,1343.1560628220516
Cargo,TANAIS,18.66461,54.36997,18.66072,54.38043,2016-12-16T14:23:01Z,1191.4075976163167
Tug,MB97,19.89557,54.63951,19.89552,54.63956,2016-12-17T03:45:03Z,6.430845180684323
Tug,LOTSMAN SARZHIN,19.83738,54.65726,19.90459,54.63261,2016-12-20T10:59:03Z,5125.647882909955
Cargo,STRATEGIC ENCOUNTER,20.02567,54.64101,19.89434,54.63309,2016-12-16T09:47:02Z,8506.953425285434
Unspecified,TEST-0192,30.25814,59.94027,30.25811,59.94024,2016-12-16T08:09:04Z,3.7351185009830647
Cargo,BALTIYSK,19.80258,54.98353,19.80733,54.67425,2016-12-17T11:53:03Z,34430.23932512172
Pleasure,HARMONIE II,11.68546,57.89077,11.68546,57.89077,2016-12-17T08:15:06Z,0
Tanker,CLIPPER JUPITER,11.63741,57.91533,11.6562,57.92417,2016-12-17T16:55:05Z,1484.0848696503992
Tanker,PALLAS GLORY,11.71328,57.6508,11.75497,57.65783,2016-12-16T22:59:05Z,2603.411924038025
Unspecified,SENSOR,11.76635,57.62641,11.78536,57.62969,2016-12-16T11:15:06Z,1190.4125736326398
Pleasure,EAGLE,11.91622,57.60266,11.91666,57.60223,2016-12-16T08:57:06Z,54.589367770453514
Cargo,FORSETI,21.09268,55.72543,21.11337,55.71317,2016-12-17T19:35:06Z,1882.9582198806656
Tug,SAR 111265121,11.62489,57.67288,11.62348,57.60648,2016-12-16T09:27:06Z,7392.091604904897
Tanker,CORAL LACERA,11.73668,57.97871,11.7486,57.98905,2016-12-17T09:37:05Z,1348.9949463675687
Cargo,MSC AMY,11.80383,57.67567,11.8255,57.68117,2016-12-17T00:47:05Z,1427.7246907405329
Tanker,KAPRIFOL,21.10939,55.71477,21.09317,55.72542,2016-12-16T11:33:06Z,1561.9809538670117
Cargo,ANETTA,21.01329,55.7312,20.98763,55.73262,2016-12-16T11:15:07Z,1616.1233037940897
Cargo,ENFORCER,18.55798,54.53548,18.59532,54.53519,2016-12-16T12:57:07Z,2411.9190394640345
Fishing,KRISTIN,11.81972,57.60241,11.64452,57.60079,2016-12-20T05:31:06Z,10451.416845355703
Cargo,RIG,21.10869,55.71651,21.06735,55.72821,2016-12-16T13:03:06Z,2900.68026014042
Tanker,NAVIG8 UNIVERSE,20.86695,55.73533,20.88543,55.73515,2016-12-18T23:01:06Z,1158.404723024081
Tug,NADEZHNIY,19.9065,54.6484,19.90652,54.64835,2016-12-16T20:13:03Z,5.713095682440949
Fishing,VICTORIA,11.61588,57.74534,11.60408,57.74051,2016-12-16T11:49:05Z,883.5166251235067
Cargo,IDA H,12.067,57.93297,12.0521,57.91244,2016-12-16T15:51:05Z,2449.266284045067
Tug,OPAL,18.55618,54.53458,18.55029,54.53518,2016-12-19T16:47:07Z,386.24436600071425
Cargo,FEDERAL SATSUKI,11.69005,57.60081,11.69063,57.60059,2016-12-16T13:21:06Z,42.38630559685954
Fishing,GG 38 TOVEN,11.60112,57.90454,11.60165,57.9156,2016-12-17T09:31:04Z,1231.5924689116916
Tanker,PACIFIC,11.77207,57.66047,11.7552,57.65675,2016-12-16T13:43:07Z,1086.6391835905918
Fishing,PIA-96,18.99548,54.37226,18.99751,54.3893,2016-12-18T14:43:02Z,1901.4442641799667
Tug,TRELLE,11.6354,57.82967,11.64596,57.85458,2016-12-19T12:59:05Z,2842.680603993169
Cargo,WES AMELIE,30.03984,59.91361,30.0146,59.91872,2016-12-16T13:55:03Z,1518.9479671469157
Cargo,NJORD,30.07167,59.90729,30.09618,59.90236,2016-12-19T09:51:03Z,1474.111157878449
Tanker,NIMBUS SPB,30.14409,59.89253,30.12623,59.89609,2016-12-16T15:03:04Z,1073.114186196313
Unspecified,KRYSTYNA,20.22615,54.68571,20.16931,54.68453,2016-12-16T15:55:03Z,3660.0350812499582
Cargo,FEHN LIGHT,20.22589,54.68565,20.17102,54.68486,2016-12-16T18:11:02Z,3531.9901118584794
Pleasure,BARRAKUDA,20.36507,54.95827,20.2634,54.96674,2016-12-17T08:51:02Z,6565.772075134415
